"filename","failed_anlysis","CHATTY_SERVICE","CYCLIC_DEPENDENCY","DATA_SERVICE","DEAD_COMPONENT","DENSE_STRUCTURE","MESSAGE_CHAIN","SHARED_PERSISTENCY","STRICT_LAYER_VIOLATION","DUPLICATION","HUB_LIKE_MODULARIZATION","WEAKEND_MODULARITY","DOCUMENTATION","LAZY_COMPONENT","CHATTY_SERVICE_ns","CYCLIC_DEPENDENCY_ns","DATA_SERVICE_ns","DEAD_COMPONENT_ns","DENSE_STRUCTURE_ns","MESSAGE_CHAIN_ns","SHARED_PERSISTENCY_ns","STRICT_LAYER_VIOLATION_ns","DUPLICATION_ns","HUB_LIKE_MODULARIZATION_ns","WEAKEND_MODULARITY_ns","DOCUMENTATION_ns","LAZY_COMPONENT_ns","nodes","edges","file_size_bytes"
"ArquitecturaAU.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","1","9200","76600","10000","135400","123500","5800","4500","3200","98500","138300","148900","7900","11100","51","44","63579"
"ArquiteturaModular.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5500","5200","8600","13200","10000","4400","3800","2900","3300","8600","8900","3600","4400","7","5","10901"
"Assignment06.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","9400","12600","9900","32200","26300","8900","4100","7000","8800","28700","29400","5700","6600","19","15","13738"
"Association Table Mapping.xml","0","0","1","0","1","1","0","0","0","1","0","1","0","0","6900","366900","12600","222100","261600","7700","4500","2900","372400","315600","360600","9900","12600","65","103","66302"
"Auditoria.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","8500","5600","8900","21300","14800","7500","3300","3100","7900","14200","14200","4000","5100","11","5","10062"
"BA.xml","0","0","0","0","1","0","0","0","0","0","0","0","1","0","6000","4800","8200","34200","25700","6300","3700","4000","10500","24200","24200","7500","6400","23","3","15880"
"Big Brother.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","12300","80100","11700","73500","64300","10100","5000","17600","24500","82900","88400","6700","8600","33","41","33542"
"BPM Landscape Type 1.xml","0","1","0","0","0","0","0","0","0","0","0","0","0","0","55300","10300","11200","16600","13600","40400","4400","11000","6200","13200","13300","3900","4600","9","15","18348"
"Business-Functions.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","0","49100","83400","16800","133200","139300","46700","5900","6200","241200","180000","193600","8600","162600","56","94","65618"
"C2.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","6200","35200","8900","33500","33500","5500","3800","3400","25400","37200","37800","5000","6300","20","30","34816"
"Class Table Inheritance.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","6500","58600","9700","90100","91100","13800","7700","2700","75800","108000","115400","11400","8800","42","44","36121"
"Client Session State.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","6500","34500","11900","79700","71400","14600","7100","2700","71800","97500","114400","7400","8100","42","43","28791"
"ClientBM.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cloud Computing.xml","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9000","10200","9800","19400","13900","9200","3100","67200","7500","14700","14900","3700","5300","9","14","14963"
"Coarse-Grained Lock.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","1","6400","67100","10000","56600","52500","5200","3300","2400","34800","80800","82700","5900","7100","31","49","34420"
"CoffeeNow.xml","0","0","1","0","1","0","0","0","1","0","0","1","0","1","16200","522900","14300","189100","184000","10100","15500","8800","121500","249000","281700","8700","171900","59","96","119897"
"ComponentesAU.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","1","8000","5300","8600","22700","23800","46400","4600","3000","8200","18100","18500","4000","5800","13","7","10005"
"ComponentesNotification.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","1","17200","29900","12400","51100","42500","40500","4600","3700","21400","49600","52300","5100","7800","26","28","36127"
"Concrete Table Inheritance.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4900","42900","9400","66500","68500","4500","3000","2300","43700","77200","88000","14400","7800","33","35","33350"
"Create_resource.xml","0","0","0","0","0","0","1","0","0","0","0","0","0","0","18900","17400","12700","18500","16100","80700","5100","2700","6000","14900","15500","18300","6600","11","12","17459"
"Dansk på norsk.xml","0","0","0","0","1","0","0","0","0","0","0","0","1","0","57800","38900","22000","235200","203300","21200","6600","32200","160400","280700","313300","43300","30300","95","77","337892"
"Data API Source.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16100","19700","12300","27800","30400","24700","4800","6000","9100","26600","26400","3400","6100","13","20","17207"
"Data Catalogue.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Data Mapper.xml","0","0","1","0","0","0","0","0","0","1","0","1","0","0","6600","3535000","16600","165600","164100","6100","3600","3000","223100","229600","268700","5700","11900","56","89","56514"
"Data Transfer Object.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","40600","229300","16800","198500","196800","22400","5000","3300","159900","306600","322500","6100","12300","75","93","80133"
"Database Session State.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","8300","84400","12800","98700","79800","5400","3700","2800","64800","118700","124700","4400","8100","40","66","46725"
"Database Source.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","11100","8300","10900","19200","14600","12800","4100","4200","5800","15800","14900","3200","5100","9","10","11442"
"dependency injection.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","1","7200","84000","11200","123800","116400","6400","3500","2700","89000","157100","168700","4800","10900","52","57","44255"
"Dependent Mapping.xml","0","0","1","0","0","0","0","0","0","1","0","1","0","0","7100","584400","13200","210800","226100","6100","3600","3100","349400","313000","367600","5500","12400","62","104","57544"
"Deployment.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","1","75300","98900","17100","142200","142400","25400","4300","3100","87200","192100","201800","5000","13000","62","65","103821"
"deployments.xml","0","0","0","0","1","1","0","0","0","0","0","0","0","0","14300","19000","12900","33700","43600","12500","4000","2900","14200","37800","39500","3400","6400","19","34","86863"
"design patterns overview.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeviceReader.xml","0","0","0","0","1","0","0","0","0","0","0","1","0","1","5500","26000","9100","43500","38400","4900","3100","3400","20600","43800","58300","3900","7500","21","24","25039"
"DiagramaDeDespliegue.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DiagramasArchi.xml","0","1","1","0","1","1","1","0","0","1","0","1","0","0","776300","4110000","77400","1209300","1307100","915700","9300","83800","576900","1945500","2205900","10000","26700","176","289","199426"
"Difi internt.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DLR-NVA.xml","0","1","0","0","0","1","1","0","0","0","0","0","0","0","411200","146000","25500","74400","92200","314500","6000","3300","60300","113700","120500","4400","9300","41","76","85948"
"DMS light.xml","0","0","0","0","0","0","0","0","1","0","0","1","0","0","17700","50400","12800","75700","71200","6600","4500","7000","18100","82200","114700","4900","10000","25","41","43353"
"docker-swarm.xml","0","1","1","0","1","1","0","0","1","0","0","0","0","1","26300","41700","16600","66000","64700","19500","4400","6900","25000","71700","73500","4400","16400","34","31","100177"
"docool.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domain Model.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","5000","20400","10300","43400","36500","5200","3100","2800","20000","43700","44500","3700","11200","24","25","23966"
"EKOODI-suunnittelumallit.xml","0","0","1","0","1","0","0","0","1","1","0","1","0","1","5700","161000","12700","121700","117600","5800","3700","8700","44100","183300","198900","4900","12000","49","75","66424"
"Embedded Value.xml","0","0","1","0","0","1","0","0","0","1","0","1","0","0","6100","615400","16100","372900","419000","7500","4500","2700","654400","613200","680500","9200","18800","97","140","67951"
"Enterprise dApp Reference Model1.xml","0","0","0","0","1","0","0","0","1","1","0","0","0","0","26000","77100","20100","136800","134600","28600","5500","8800","127500","160600","164200","5400","14300","68","40","158318"
"Enterprise dApp Reference Model2.xml","0","0","0","0","1","0","0","0","1","1","0","0","0","0","30700","81800","18000","145000","132600","18200","4900","8900","122100","164800","175900","5600","13700","70","42","161313"
"enterprise pattern template.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","5700","15400","10700","43200","36100","4700","2900","4100","13200","40800","42000","3600","5400","21","20","23407"
"enterprise patterns overview.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","4200","12500","10500","27800","24400","4200","2800","2800","10600","26700","27700","3100","4900","15","17","16065"
"epp-price.xml","0","0","0","0","1","0","0","0","0","1","0","1","0","0","16000","231100","16300","199200","183600","13900","4600","2900","209200","260400","298000","6000","84700","70","71","71035"
"Essential.xml","0","0","1","0","1","0","0","0","0","0","0","0","0","0","5000","6700","8500","9300","7900","6400","2800","12000","4300","7900","8600","2200","4300","8","6","3484"
"Ethereum.xml","0","0","1","0","0","0","0","0","1","1","0","1","0","0","15700","111200","12300","101300","95100","5600","3400","7100","26200","127400","142600","4800","9100","37","54","63845"
"Example extension by specialisation.xml","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5000","43500","11700","27200","27900","4900","3500","2700","14600","40900","44700","3700","6900","27","38","18489"
"FastClaim.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","12600","164900","14800","67300","60700","11100","4200","7400","16300","71200","75200","3700","7700","28","38","36701"
"Foreign Key Mapping.xml","0","0","1","0","0","0","0","0","0","1","0","1","0","0","4800","318000","11700","160500","184100","5900","3400","2800","250500","254100","305300","5700","11300","58","101","60414"
"Front Controller.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","1","4600","96900","9800","41000","39700","4700","3000","3100","20100","58100","58700","3400","8500","25","39","44326"
"Gambo.xml","0","0","0","0","1","1","0","0","0","1","0","0","0","0","11800","112400","14400","115300","131500","9700","3800","5800","26700","135200","147500","4700","10000","39","58","65919"
"GateKeeper.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","1","7300","7200","9500","20100","19500","4300","2800","2700","14700","15900","15300","3500","5900","19","3","19058"
"Gateway.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","0","4500","73500","10600","58100","55800","4700","2900","3500","106600","70600","76600","4200","7500","36","39","21988"
"GroundUpDB.xml","0","0","1","0","1","1","0","0","0","1","0","0","0","0","4600","92000","11800","104800","117200","5700","3700","2600","118800","131300","136600","4200","9200","38","71","81433"
"gsip link data broker.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6000","8800","9400","20000","16600","5900","3200","3100","5300","15100","15700","2900","5000","9","10","13934"
"gsip linked data store.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5400","6700","9600","20700","15200","5300","3100","2600","3600","13100","14600","2800","4600","8","7","11311"
"gsip.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"HealthDB.xml","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7700","24000","11400","27500","23100","7900","3000","2900","8300","24200","25200","3500","5700","14","16","20244"
"IaaS.xml","0","0","1","0","0","0","0","0","1","0","0","0","0","0","6000","12700","11200","14700","12000","10100","3500","5000","4500","11000","12000","2900","7100","7","9","10470"
"Idea 2 Run.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4100","3700","8600","7400","5800","2800","2400","2300","1700","3400","5300","2500","4600","2","1","1605"
"Identity Field.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4900","101800","11700","101600","112000","5500","3300","2400","105100","144700","156500","4300","8800","44","66","37305"
"Identity Map.xml","0","0","1","0","1","0","0","0","0","1","0","1","0","0","5400","159000","16200","152100","152200","5300","3200","2400","124400","229800","275400","5400","10500","57","87","44101"
"implementation-architecture.xml","0","0","1","0","1","0","0","0","0","0","0","0","0","1","6700","12700","11100","24500","21300","6500","3400","2400","8600","24600","25600","3000","6200","18","16","19373"
"Implicit Lock.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","1","4400","84100","11700","43900","42900","4600","2700","2500","39000","62400","64400","3400","7300","27","43","30843"
"InfoSec.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","5500","111000","14000","197900","197900","6900","4300","2800","742900","368800","408000","9800","17600","130","119","147290"
"Inheritance Mappers.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","5300","53500","11900","79800","79100","5000","3100","3400","63200","96100","104600","4400","7200","39","40","35759"
"integration of bouded contexts through database .xml","0","0","1","1","0","1","0","0","0","1","0","0","0","0","20300","322400","16900","109600","135100","15100","4200","11100","145500","246700","256800","4900","8700","59","116","78442"
"Integration of bouded contexts through flat files.xml","0","0","1","0","1","1","0","0","0","1","0","0","0","1","19700","317500","16800","105700","133100","14800","4300","10800","164000","230400","243900","5000","9900","59","111","74776"
"Internet Object.xml","0","0","0","0","0","0","0","0","1","1","0","0","0","0","7500","14600","11100","23500","22200","11600","3300","5600","8600","20100","20800","3000","5400","11","12","14156"
"Inversion of Control.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","4100","4600","9200","12000","8500","3000","2800","2500","8100","7000","6700","2100","4500","6","2","6053"
"IPFS.xml","0","0","0","0","1","0","0","0","1","1","0","0","0","0","5700","79800","12900","109500","97700","5300","3600","7700","36000","118300","128900","4300","7700","37","56","52491"
"ist_analyse0.7.xml","0","0","1","0","1","1","0","0","0","1","1","1","0","0","352000","10412200","72000","1434500","1499200","73400","7700","104600","550000","2179300","2474000","9900","26200","186","324","200243"
"ITPro2020Spring.xml","0","0","0","0","1","0","0","0","1","1","0","0","0","0","22500","37900","19300","83000","85000","18400","4400","7200","42700","86100","92600","4300","9100","39","32","68301"
"Kong.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","5500","13100","10000","21100","17500","5600","2900","2800","7000","21800","16900","2800","4900","10","8","20532"
"Lab1.xml","0","0","1","0","1","0","0","0","0","0","0","0","0","0","6000","10400","10100","44700","36400","6000","3500","4000","11400","38100","39000","3400","6500","20","11","13950"
"LaTiendecita.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Layer Supertype.xml","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3800","6500","8200","11500","14500","4600","2800","2300","4900","9300","11100","2800","4100","7","9","8556"
"Layered_Viewpoint.xml","0","0","1","0","1","0","0","0","0","0","0","0","0","0","8000","45100","12200","49900","44000","7900","3300","6600","13600","54500","57000","3600","7200","26","30","37415"
"Lazy Load.xml","0","0","1","0","1","0","0","0","0","1","0","1","0","0","5200","154400","11900","255400","276300","5900","3400","2600","296700","406700","463200","5600","12700","77","123","60121"
"LDT.xml","0","1","1","0","1","0","0","0","0","0","0","0","0","0","36800","57300","18000","62200","58200","30300","3900","2400","91000","106200","111000","4300","10700","55","53","70512"
"legend.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MAM.xml","0","0","1","0","0","0","0","0","0","0","0","0","0","1","7600","15700","11300","20300","16900","13400","3500","4200","6300","17500","18200","2900","5900","10","14","14654"
"Managed Object.xml","0","0","0","0","0","0","0","0","1","1","0","0","0","1","11000","35900","12700","32300","32600","14700","3500","5900","13200","31600","31700","3000","8500","16","19","21209"
"Mapper.xml","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3800","5900","8200","5700","14400","3400","2400","2200","3400","3900","4000","2000","3800","3","6","8774"
"MDD.xml","0","0","1","0","0","1","0","0","0","0","0","0","0","0","6500","5400","7900","5800","15100","4200","2300","2500","4300","4000","4400","2300","4300","3","6","89056"
"MDM.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8300","16800","12300","20400","16600","13100","3800","4400","6800","16700","17600","2900","6300","10","13","14555"
"Meldingsutveksling internt i forvaltningen.xml","0","0","1","1","1","0","0","0","0","1","0","1","0","0","26600","372700","22300","187100","190200","21300","4900","3100","65500","270900","325500","5900","12300","67","92","100435"
"Metadata Mapping.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","0","5700","34900","13300","90200","90200","5700","3200","2900","46000","114100","121700","4200","8000","38","52","37690"
"metamodel.xml","0","0","1","0","1","1","0","0","1","1","0","1","1","0","26700","1387900","21500","506400","536600","14500","6100","25000","105100","724000","805600","10000","16300","94","154","160995"
"Microservices Design Patterns - Saga Orchestration.xml","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3900","35300","10000","38700","36200","5200","3200","2500","14200","39900","40600","3300","5700","17","29","27089"
"Minimum_login_feature.xml","0","1","1","0","1","0","1","0","0","1","0","0","0","0","11000","32200","12700","20900","18500","59000","4400","2400","9100","22500","21800","3000","5900","14","17","22266"
"Mobile Computing.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6200","8300","10800","14100","9400","8800","4000","3400","3300","7900","7800","2700","4600","5","4","6247"
"Mobile Connected Device.xml","0","0","1","0","0","0","0","0","1","0","0","0","0","0","6200","13400","11800","18600","15200","10000","3400","5500","5400","14500","18300","2900","5000","8","12","11973"
"model.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"modelo1.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","108000","389000","28700","252700","250800","36700","5300","17100","171100","374200","403700","5800","16100","82","123","156574"
"Money.xml","0","0","0","0","1","0","0","0","0","1","0","1","1","0","5000","59700","12000","116300","127700","5400","3700","2600","145200","144900","171000","6000","10600","47","54","46017"
"motivation_model.xml","0","0","1","0","1","0","0","0","0","0","0","0","0","0","4600","26800","9900","24500","21600","4400","3000","2500","13700","23800","26100","5100","6900","17","22","28653"
"MyWorkspace.xml","0","0","1","0","1","0","1","0","1","1","0","1","0","1","74900","5233800","48800","911400","841200","63700","8300","65400","420600","1214800","1363600","9400","24300","173","215","232978"
"needless-compass.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6800","11300","11400","32000","25100","6600","2900","3500","9600","24100","23500","3100","6000","12","11","11789"
"NEO Architecture Reference Model for .NET Developers (neo-charm).xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","244700","185200","46800","946000","863300","98500","8000","8900","771200","1138100","1206800","13000","39700","208","116","317310"
"NewLightning.xml","0","0","1","0","1","0","0","0","1","1","0","0","0","1","7400","303200","17700","326400","295400","7900","4400","31100","246500","509200","526400","6400","18800","115","119","126976"
"NewPattern001 SaaS.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5300","5400","10400","11600","9200","5100","2800","2700","2100","7100","6700","2200","4500","5","4","6996"
"NewPattern002 PaaS.xml","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5500","5600","11200","14300","10200","6900","3100","5200","2000","7700","8000","3300","4700","5","4","7052"
"NewPattern003 IaaS.xml","0","0","0","1","0","0","0","0","1","0","0","0","0","0","5500","5600","12400","14000","9500","7100","3300","4500","2400","7700","7700","2900","4700","5","4","7002"
"NewPattern004 FromSupplierToCustomer.xml","0","0","1","0","0","1","0","0","0","1","0","0","0","1","32300","594200","23300","263800","296000","22300","5200","13500","93800","353800","371800","5900","16600","70","129","140837"
"nuevo academica.xml","0","1","0","0","1","1","0","0","0","1","1","0","0","1","300400","2169600","43200","401600","400300","425100","5800","4100","405600","716500","741000","5900","15700","109","208","257878"
"nva_final_login_feature.xml","0","1","1","0","1","0","1","0","0","1","0","0","0","0","14100","30900","14400","25500","23800","107300","4800","2600","17200","25300","32300","3800","6300","17","20","14915"
"oas-core.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","5800","88500","14800","83000","74700","5200","3500","2900","51000","117700","111900","4700","8300","42","47","65854"
"onix.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","4900","27100","10600","70700","60500","4900","3900","4300","51200","80100","81000","4000","8600","37","28","39937"
"OpenDRR.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Optimistic Offline Lock.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","4600","77500","11000","59400","56300","4700","3400","2600","42600","75000","79000","3700","7000","32","43","40374"
"Organic_Structure.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","4400","28000","8600","52700","50800","4600","3000","2600","27300","51700","56800","3400","6800","27","26","28852"
"OwnBM.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","8200","26200","11900","60200","47500","10500","3900","5200","39300","60500","64200","3900","8800","37","28","45488"
"PaaS.xml","0","0","1","0","0","0","0","0","1","0","0","0","0","0","5900","11500","10200","14600","11900","10300","3400","5300","3800","11100","11600","2700","4400","7","10","11507"
"Paczkomaty.xml","0","0","1","0","0","0","0","0","0","1","0","1","0","0","119900","3145200","47100","1192600","1210600","39700","7600","68700","431100","1858600","2084100","9500","79100","185","271","337471"
"Page Controller.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","1","4900","77800","10900","42100","41000","4800","3000","2500","33900","62200","73300","4100","7700","30","43","39463"
"PaladinFutureDesign.xml","0","0","1","0","1","1","0","0","0","0","0","0","0","1","4900","443400","12100","127600","137400","6300","3500","2700","83300","198900","216200","4400","11700","50","111","119689"
"papers.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"parser.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","1","9100","52700","12900","68900","61900","7700","3500","6900","18300","82400","79600","4400","8500","34","35","41898"
